1000_USA-road-d.BAY.gr;48250.0
1000_USA-road-d.COL.gr;29672.76
1000_USA-road-d.NY.gr;43329.05
100_USA-road-d.BAY.gr;10857.06
100_USA-road-d.COL.gr;25320.15
100_USA-road-d.NY.gr;33931.04
1100_USA-road-d.BAY.gr;70226.32
1100_USA-road-d.COL.gr;42766.5
1100_USA-road-d.NY.gr;70089.23
1200_USA-road-d.BAY.gr;76338.22
1200_USA-road-d.COL.gr;42766.5
1200_USA-road-d.NY.gr;72565.99
120_USA-road-d.BAY.gr;12218.98
120_USA-road-d.COL.gr;25582.6
120_USA-road-d.NY.gr;30613.08
1300_USA-road-d.BAY.gr;76715.79
1300_USA-road-d.COL.gr;42505.7
1300_USA-road-d.NY.gr;67883.94
1400_USA-road-d.BAY.gr;79995.28
1400_USA-road-d.COL.gr;42505.7
1400_USA-road-d.NY.gr;67883.94
140_USA-road-d.BAY.gr;15643.66
140_USA-road-d.COL.gr;24651.02
140_USA-road-d.NY.gr;33079.16
1500_USA-road-d.BAY.gr;79379.73
1500_USA-road-d.COL.gr;42505.7
1500_USA-road-d.NY.gr;66475.47
1600_USA-road-d.BAY.gr;81809.73
1600_USA-road-d.COL.gr;42505.7
1600_USA-road-d.NY.gr;66475.47
160_USA-road-d.BAY.gr;13395.74
160_USA-road-d.COL.gr;24651.02
160_USA-road-d.NY.gr;31661.08
1700_USA-road-d.BAY.gr;70557.79
1700_USA-road-d.COL.gr;42505.7
1700_USA-road-d.NY.gr;66475.47
1800_USA-road-d.BAY.gr;71769.66
1800_USA-road-d.COL.gr;42505.7
1800_USA-road-d.NY.gr;69098.25
180_USA-road-d.BAY.gr;13395.74
180_USA-road-d.COL.gr;33704.64
180_USA-road-d.NY.gr;30750.74
1900_USA-road-d.BAY.gr;76729.59
1900_USA-road-d.COL.gr;42505.7
1900_USA-road-d.NY.gr;69098.25
2000_USA-road-d.BAY.gr;67604.0
2000_USA-road-d.COL.gr;49019.13
2000_USA-road-d.NY.gr;66853.3
200_USA-road-d.BAY.gr;13395.74
200_USA-road-d.COL.gr;31845.67
200_USA-road-d.NY.gr;31872.52
20_USA-road-d.BAY.gr;15332.56
20_USA-road-d.COL.gr;7076.52
20_USA-road-d.NY.gr;9454.47
2100_USA-road-d.BAY.gr;72250.16
2100_USA-road-d.COL.gr;43998.7
2100_USA-road-d.NY.gr;123256.85
2200_USA-road-d.BAY.gr;80869.21
2200_USA-road-d.COL.gr;48962.93
2200_USA-road-d.NY.gr;66853.3
2300_USA-road-d.BAY.gr;77192.1
2300_USA-road-d.COL.gr;49019.13
2300_USA-road-d.NY.gr;123256.85
2400_USA-road-d.BAY.gr;77192.1
2400_USA-road-d.COL.gr;49019.13
2400_USA-road-d.NY.gr;71974.35
2500_USA-road-d.BAY.gr;73897.13
2500_USA-road-d.COL.gr;48427.8
2500_USA-road-d.NY.gr;71974.35
250_USA-road-d.BAY.gr;19247.97
250_USA-road-d.COL.gr;32794.27
250_USA-road-d.NY.gr;37057.41
300_USA-road-d.BAY.gr;21954.18
300_USA-road-d.COL.gr;34605.27
300_USA-road-d.NY.gr;35802.77
350_USA-road-d.BAY.gr;21954.18
350_USA-road-d.COL.gr;30611.05
350_USA-road-d.NY.gr;41712.37
400_USA-road-d.BAY.gr;32288.36
400_USA-road-d.COL.gr;39224.0
400_USA-road-d.NY.gr;44441.89
40_USA-road-d.BAY.gr;12664.33
40_USA-road-d.COL.gr;15058.97
40_USA-road-d.NY.gr;17330.1
450_USA-road-d.BAY.gr;32288.36
450_USA-road-d.COL.gr;39224.0
450_USA-road-d.NY.gr;47080.7
500_USA-road-d.BAY.gr;38097.93
500_USA-road-d.COL.gr;39224.0
500_USA-road-d.NY.gr;48093.44
550_USA-road-d.BAY.gr;22317.24
550_USA-road-d.COL.gr;39224.0
550_USA-road-d.NY.gr;47814.36
600_USA-road-d.BAY.gr;34634.21
600_USA-road-d.COL.gr;39224.0
600_USA-road-d.NY.gr;47814.36
60_USA-road-d.BAY.gr;10633.33
60_USA-road-d.COL.gr;23914.23
60_USA-road-d.NY.gr;31775.84
650_USA-road-d.BAY.gr;34634.21
650_USA-road-d.COL.gr;39224.0
650_USA-road-d.NY.gr;43329.05
700_USA-road-d.BAY.gr;46226.95
700_USA-road-d.COL.gr;39224.0
700_USA-road-d.NY.gr;43329.05
750_USA-road-d.BAY.gr;46226.95
750_USA-road-d.COL.gr;39224.0
750_USA-road-d.NY.gr;43624.92
800_USA-road-d.BAY.gr;40198.44
800_USA-road-d.COL.gr;39224.0
800_USA-road-d.NY.gr;43624.92
80_USA-road-d.BAY.gr;10857.06
80_USA-road-d.COL.gr;14277.49
80_USA-road-d.NY.gr;31775.84
850_USA-road-d.BAY.gr;42201.06
850_USA-road-d.COL.gr;29672.76
850_USA-road-d.NY.gr;43329.05
900_USA-road-d.BAY.gr;54243.89
900_USA-road-d.COL.gr;29672.76
900_USA-road-d.NY.gr;43329.05
950_USA-road-d.BAY.gr;54240.21
950_USA-road-d.COL.gr;29672.76
950_USA-road-d.NY.gr;43329.05
